,date,Open,High,Low,Close,Volume,up/down,Sentiment,true_value
1302,1985-02-25,-0.9776371398825277,-0.9932275807738395,-0.9911538774075488,-0.9918490880278884,-0.9343691554439412,-1,0.02535712943489051,1
1303,1985-02-26,-0.9777673951327359,-0.9909985082544094,-0.9901081212618068,-0.989891028030223,-0.92113605630122,1,0.009282889708697685,-1
1304,1985-02-27,-0.9758235860142404,-0.9907073231054748,-0.9887476229751132,-0.9903553102977106,-0.9246526198510028,-1,-0.06930123528128498,1
1305,1985-02-28,-0.9762844892072856,-0.9913700203409812,-0.988920223504022,-0.9898809349374514,-0.9284396882892304,1,-0.06718915727539627,1
1306,1985-03-01,-0.9758135663796088,-0.9886790679301376,-0.9880775268040553,-0.9878118509192998,-0.9072321050351554,1,-0.10834044257891443,-1
1307,1985-03-04,-0.9737595412801676,-0.9891610295559604,-0.987833855469125,-0.988992742773562,-0.9276822746015848,-1,0.08743666732597709,1
1308,1985-03-05,-0.974931838532044,-0.989924135463513,-0.9878135495245476,-0.9888211601964471,-0.9199458347920626,1,0.14054025610341075,-1
1309,1985-03-06,-0.9747615047433096,-0.9903257701516984,-0.9886562462245144,-0.9904158688543396,-0.9196753299036178,-1,0.03332358180796076,-1
1310,1985-03-07,-0.9763446070150744,-0.9919323089044412,-0.9898238380377216,-0.9915664814302874,-0.9222721768326884,-1,-0.1447216429919026,-1
1311,1985-03-08,-0.9774868453630564,-0.9926150878743566,-0.9901994980124056,-0.9919802982339176,-0.9307714404276248,-1,-0.2893733368518939,-1
1312,1985-03-11,-0.9778976503829444,-0.9931271721017932,-0.9911335714629714,-0.9922931841098332,-0.9374150404878299,-1,-0.41080583286107253,1
1313,1985-03-12,-0.9782082590565186,-0.9924443931318776,-0.9905751579870896,-0.9914150850387152,-0.9326920251355832,1,-0.3674811771363024,-1
1314,1985-03-13,-0.977336550843585,-0.9926251287415612,-0.9912655601027252,-0.9928987696761216,-0.9278986785123408,-1,-0.27523272892647893,-1
1315,1985-03-14,-0.9788094371344038,-0.9940609727518248,-0.9916818319665645,-0.9932520279231232,-0.9269789618916284,-1,-0.33542637914346796,-1
1316,1985-03-15,-0.9791601243465036,-0.9941814631582806,-0.9927783529737504,-0.994574223076186,-0.9260051442932268,-1,-0.23130625096992022,1
1317,1985-03-18,-0.9804726964832198,-0.9949345281986286,-0.9927783529737504,-0.9942209648291844,-0.9320536335988534,1,-0.3091458756446993,1
1318,1985-03-19,-0.98012200927112,-0.9930267634297468,-0.9924331519159324,-0.9915362021519728,-0.9184310074167716,1,-0.1659301138429612,-1
1319,1985-03-20,-0.9774567864591619,-0.9928058643512448,-0.990483781236491,-0.9920004844194604,-0.9247608218063806,-1,-0.25407798753970523,1
1320,1985-03-21,-0.9779176896522074,-0.9923640661942406,-0.9903822515136034,-0.9917279709146308,-0.931020304924994,1,-0.24509486987834245,-1
1321,1985-03-22,-0.977647159517159,-0.9926652922103798,-0.9904127104304696,-0.9920408567905464,-0.9292241524657204,-1,-0.32236701739303736,-1
1322,1985-03-25,-0.9779577681907332,-0.9935488885243882,-0.991438160631634,-0.993120817717094,-0.9428630089411091,-1,-0.176611308558198,1
1323,1985-03-26,-0.9790298690962952,-0.9937296241340716,-0.991407701714768,-0.9926565354496062,-0.9342663635863322,1,-0.21286034120456213,1
1324,1985-03-27,-0.9785689659032496,-0.9927857826168356,-0.9908492882388862,-0.9915362021519728,-0.9282773853561636,1,-0.23199908977363556,0
1325,1985-03-28,-0.9774567864591619,-0.9919825132404644,-0.9898339910100104,-0.9915362021519728,-0.9289374172839691,0,-0.3394337252278924,1
1326,1985-03-29,-0.9774567864591619,-0.9919222680372364,-0.989722308314834,-0.990405775761568,-0.9280609814454076,1,-0.4306135375109706,1
1327,1985-04-01,-0.9763345873804428,-0.9913097751377532,-0.9888186937811344,-0.9897900971025084,-0.9342825938796387,1,-0.5393973949099551,-1
1328,1985-04-02,-0.9757233896679262,-0.9907173639726796,-0.988970988365466,-0.9905369859675972,-0.9278986785123408,-1,-0.5427510547196431,-1
1329,1985-04-03,-0.9764648426306514,-0.9920527993108968,-0.9906360758208222,-0.9919702051411462,-0.9312637593245944,-1,-0.598137343598011,-1
1330,1985-04-04,-0.9778876307483132,-0.9934585207195464,-0.9909914298509288,-0.992050949883318,-0.9359002131125388,-1,-0.6397830774811518,-1
1331,1985-04-08,-0.9779677878253644,-0.9931271721017932,-0.9914280076593454,-0.9930602591604653,-0.939660231061922,-1,-0.33066259937705755,1
1332,1985-04-09,-0.9789697512885066,-0.99392040061096,-0.9913163249641691,-0.9928785834905786,-0.9374853717588256,1,-0.28322175289772855,1
1333,1985-04-10,-0.9787893978651411,-0.9926853739447892,-0.9910726536292388,-0.9916573192652306,-0.924382114962558,1,-0.23779034894231874,1
1334,1985-04-11,-0.9775770220747392,-0.9916712463571205,-0.9898441439822993,-0.9908801511218271,-0.9242739130071801,1,-0.1968781466969191,1
1335,1985-04-12,-0.9768055102081196,-0.9920327175764876,-0.9891943537558188,-0.9905268928748258,-0.9362735098585928,1,-0.15082032892672192,1
1336,1985-04-15,-0.97645482299602,-0.991430265544209,-0.988798387836557,-0.9901433553495098,-0.9392815242180994,1,-0.0553116305482239,1
1337,1985-04-16,-0.976074076880026,-0.9907976909103168,-0.9890623651160648,-0.9898607487519084,-0.9296407299939254,1,-0.13231112275050697,1
1338,1985-04-17,-0.975793527110346,-0.9906671596366564,-0.9880978327486328,-0.989376280298878,-0.930971614045074,1,-0.0916045858724148,-1
1339,1985-04-18,-0.9753125846480378,-0.9900145032683548,-0.9884937986678944,-0.9902241000916816,-0.9284937892669194,-1,0.004635245744962424,1
1340,1985-04-19,-0.9761542339570772,-0.9913298568721626,-0.9888288467534234,-0.9899515865868518,-0.9390380698184991,1,-0.09534684492528087,-1
1341,1985-04-22,-0.9758837038220288,-0.9913499386065718,-0.9890014472823322,-0.9903654033904822,-0.9396764613552288,-1,-0.14662865256531174,1
1342,1985-04-23,-0.9762945088419169,-0.9906069144334284,-0.9889100705317334,-0.9891744184434486,-0.9240034081187352,1,-0.16934006673882884,1
1343,1985-04-24,-0.9751121919554094,-0.9903056884172892,-0.9874886544113072,-0.9887908809181326,-0.929034799043809,1,-0.1858321874934176,1
1344,1985-04-25,-0.9747314458394154,-0.9891409478215508,-0.9871028414643344,-0.9876099890638704,-0.924165711051802,1,-0.16601767672052659,-1
1345,1985-04-26,-0.973559148587539,-0.9889602122118676,-0.9871129944366231,-0.9888716256603044,-0.9360841564366814,-1,-0.3571351186887211,-1
1346,1985-04-29,-0.9748116029164668,-0.9902354023468568,-0.9886257873076482,-0.9904360550398824,-0.934845244047604,-1,-0.3628417889944278,-1
1347,1985-04-30,-0.9763646462843372,-0.9919523906388504,-0.9904127104304696,-0.9912435024616002,-0.9224344797657552,-1,-0.3913693363977151,-1
1348,1985-05-01,-0.9771662170548508,-0.992544801803924,-0.9909305120171964,-0.9927170940062352,-0.9279527794900296,-1,-0.4864176914284086,1
1349,1985-05-02,-0.9786290837110384,-0.993579011126002,-0.9909102060726188,-0.9920711360688608,-0.9246526198510028,1,-0.6124818367458003,1
1350,1985-05-03,-0.9779878270946272,-0.9922837392566036,-0.9902604158461382,-0.9909911751423134,-0.9315937752884972,1,-0.45233128970616976,-1
1351,1985-05-06,-0.9769157261890652,-0.9920226767092828,-0.9894380250907489,-0.9910820129772566,-0.9365818854314201,-1,-0.5049580927791558,1
1352,1985-05-07,-0.977005902900748,-0.9914905107474368,-0.989387260229305,-0.9903048448338534,-0.9287101931776752,1,-0.5113008397821762,-1
1353,1985-05-08,-0.9762343910341286,-0.99182185936519,-0.989295883478706,-0.990446148132654,-0.9281150824230966,-1,-0.4854360587528276,1
1354,1985-05-09,-0.9763746659189684,-0.9906069144334284,-0.9886257873076482,-0.9891340460723628,-0.9228672875872668,1,-0.4981175447678811,1
1355,1985-05-10,-0.9750721134168838,-0.9878255942177432,-0.9873059009101096,-0.9867520761782952,-0.9070157011243996,1,-0.5527608949551933,1
1356,1985-05-13,-0.9727074796438684,-0.9879561254914032,-0.9850011762005616,-0.9864190041168368,-0.9364845036715798,1,-0.24565886669518905,-1
1357,1985-05-14,-0.9723768317010314,-0.9873938369279436,-0.9855494367041544,-0.9871658929819256,-0.9302466609440421,-1,-0.3254827347165101,1
1358,1985-05-15,-0.9731182846637566,-0.9871327743806227,-0.9853362242860904,-0.9864896557662372,-0.9255182354940262,1,-0.30653564486538987,1
1359,1985-05-16,-0.9724469691434514,-0.986821507497279,-0.984645822170455,-0.9853592293758324,-0.9291321808036492,1,-0.2891964043029537,1
1360,1985-05-17,-0.9713247700647322,-0.9846125167122579,-0.9837015957476004,-0.9835828450480532,-0.9155095546215674,1,-0.21313652482818873,1
1361,1985-05-20,-0.969561314369602,-0.9825641798025114,-0.9817217661512928,-0.9812614337106148,-0.9037696424630616,1,0.1298901979351784,-1
1362,1985-05-21,-0.9672567984043752,-0.9827348745449904,-0.9803409619200216,-0.9813421784527864,-0.9124798998709852,-1,0.04072484882430391,-1
1363,1985-05-22,-0.9673369554814264,-0.9829055692874692,-0.9814273299549188,-0.9824322324721056,-0.9280609814454076,-1,0.07104324334944888,-1
1364,1985-05-23,-0.96841907602162,-0.9839899829455704,-0.9816913072344264,-0.9834011693781668,-0.9282773853561636,-1,-0.0859841140218098,1
1365,1985-05-24,-0.9693809609462364,-0.9842610863600956,-0.9818537547910464,-0.9827047459769352,-0.9364087623028152,1,-0.1127275671284798,-1
1366,1985-05-28,-0.9686896061566684,-0.9836084299917941,-0.9817623780404476,-0.9831387489661084,-0.933903887035816,-1,0.20871955121414168,-1
1367,1985-05-29,-0.9691204504458196,-0.9846928436498952,-0.982036508292244,-0.9833204246359948,-0.9306902889610914,-1,0.36665658396534495,1
1368,1985-05-30,-0.969300803869185,-0.9845121080402116,-0.9820568142368216,-0.9832497729865948,-0.924328013984869,1,0.5682296965388912,1
1369,1985-05-31,-0.9692306664267653,-0.9829557736234924,-0.9816913072344264,-0.9814330162877298,-0.9103699617411156,1,0.5951626338152127,-1
1370,1985-06-03,-0.9674271321931094,-0.9821826268487349,-0.98018866733569,-0.9816651574214736,-0.9152931507108116,-1,0.9009147632490327,1
1371,1985-06-04,-0.967657583789632,-0.9822729946535768,-0.980239432197134,-0.9809384547419276,-0.9204868445689522,1,0.8872795672509276,1
1372,1985-06-05,-0.9669361700961696,-0.9815199296132288,-0.9790616874116379,-0.98081733762867,-0.9050680659275968,1,0.8668807372281655,1
1373,1985-06-06,-0.9672267395004808,-0.9814797661444102,-0.9799856078899151,-0.9799089592792376,-0.9195130269705508,1,0.9861786316012533,-1
1374,1985-06-07,-0.9659141673637648,-0.9812488261987036,-0.9795591830537872,-0.9813018060817006,-0.9290185687505024,-1,0.7920128459985082,-1
1375,1985-06-10,-0.9672968769429008,-0.9828654058186506,-0.9803003500308666,-0.9814733886588156,-0.9353429730423426,-1,0.7620656916385554,-1
1376,1985-06-11,-0.967467210731635,-0.9829356918890833,-0.9803409619200216,-0.9819477640190748,-0.9276822746015848,-1,0.5901903532410624,-1
1377,1985-06-12,-0.9679381335593118,-0.9835080213197476,-0.9815491656223836,-0.9833910762853952,-0.9300627176198994,-1,0.5336045931131375,-1
1378,1985-06-13,-0.9693709413116052,-0.9849438653300112,-0.984148326528306,-0.9856923014372908,-0.9250313266948256,-1,0.4904596041120103,1
1379,1985-06-14,-0.9716554180075692,-0.985455949557448,-0.983843737359643,-0.9839058240167404,-0.9325567726913608,1,0.392166791036705,-1
1380,1985-06-17,-0.9698819426778076,-0.985455949557448,-0.9831837941608738,-0.9844811303047142,-0.938464599454996,-1,0.2114603508275005,1
1381,1985-06-18,-0.9704530618517986,-0.9849037018611928,-0.9826456866295696,-0.9836635897902251,-0.9250854276725144,1,0.1625195776785038,-1
1382,1985-06-19,-0.9696414714466534,-0.9845723532434396,-0.9825238509621044,-0.9843801993769996,-0.924328013984869,-1,0.21407351831297214,1
1383,1985-06-20,-0.9703528655054844,-0.9858174207768148,-0.9831939471331624,-0.9842792684492848,-0.9355810173441741,1,0.31003830154885076,1
1384,1985-06-21,-0.97025266915917,-0.98288548755306,-0.9827269104078796,-0.9813724577311008,-0.9150767468000556,1,0.2148651977986797,-1
1385,1985-06-24,-0.9682086636943602,-0.9829356918890833,-0.9812953413151648,-0.9818367399985888,-0.9309607938495362,1,0.15775291983345893,1
1386,1985-06-25,-0.9678279175783662,-0.9815801748164564,-0.9799653019453376,-0.9812412475250718,-0.9203245416358854,1,0.2510592591431258,1
1387,1985-06-26,-0.9672367591351124,-0.9822830355207814,-0.9796708657489634,-0.9809182685563848,-0.9319941225233956,1,0.15092682617265948,1
1388,1985-06-27,-0.9669161308269068,-0.981178540128271,-0.9790413814670604,-0.9797373767021224,-0.9251936296278924,1,0.06441358921500089,1
1389,1985-06-28,-0.9657438335750304,-0.9806865376352436,-0.9780463901827622,-0.9791116049502911,-0.9260051442932268,1,0.0085787571112298,1
1390,1985-07-01,-0.9651226162278824,-0.9801041673373744,-0.9779144015430083,-0.9785262055695458,-0.9309391534584608,1,0.22344587479054287,-1
1391,1985-07-02,-0.96454147741926,-0.9799033499932815,-0.9772341523996616,-0.9789501154659478,-0.922813186609578,-1,0.25408491925421667,-1
1392,1985-07-03,-0.9649623020737796,-0.9804555976895368,-0.9777113420972332,-0.97951532866115,-0.9296786006783078,-1,0.2271836674917503,1
1393,1985-07-05,-0.9655234016131392,-0.9798631865244632,-0.9776301183189232,-0.9784353677346028,-0.9491333122552602,1,0.24814240639374285,-1
1394,1985-07-08,-0.9645013988807344,-0.9800137995325328,-0.9778230247924096,-0.9790308602081196,-0.9376530847896616,-1,0.254049732078023,-1
1395,1985-07-09,-0.965042459150831,-0.9806062106976065,-0.9782799085454036,-0.979919052372009,-0.9293269443233296,-1,0.2668702026422441,1
1396,1985-07-10,-0.965924186998396,-0.9801644125406024,-0.978097155044206,-0.9785867641261748,-0.924382114962558,1,0.18243351007888925,1
1397,1985-07-11,-0.9646015952270484,-0.9795820422427332,-0.9767874216189562,-0.9780114578382008,-0.9164833722199688,1,0.11320709534409314,1
1398,1985-07-12,-0.9640304760530576,-0.9792105301561616,-0.9764219146165608,-0.9776581995911994,-0.9178358966621928,1,0.08168917627163852,-1
1399,1985-07-15,-0.9636797888409576,-0.97868840506152,-0.9765132913671598,-0.9782335058791732,-0.9267084570031836,-1,-0.09636162880291053,1
1400,1985-07-16,-0.9642509080149488,-0.9778048087475116,-0.9763406908382508,-0.9762148873248788,-0.911235577384139,1,-0.5675199593409489,1
1401,1985-07-17,-0.9621067062038244,-0.9764492916748854,-0.9743100963804991,-0.975276229697132,-0.896411909497362,1,-0.6254750773044921,-1
1402,1985-07-18,-0.9613151550679424,-0.9768710080974804,-0.974695909327472,-0.976558052479109,-0.9118306881387176,-1,-0.685978542026929,1
1403,1985-07-19,-0.9625876486661328,-0.9773931331921216,-0.9747568271612046,-0.9758010705212484,-0.9208114504350859,1,-0.733857112287906,-1
1404,1985-07-22,-0.9618361760687762,-0.9773931331921216,-0.9754675352214176,-0.9765883317574232,-0.9323133182917605,-1,-0.8717969029218069,-1
1405,1985-07-23,-0.9626177075700272,-0.9775437462001912,-0.9767874216189562,-0.9784050884562884,-0.9052303688606635,-1,-0.9161918041654477,-1
1406,1985-07-24,-0.9644212418036828,-0.9799836769309188,-0.978432203129735,-0.979384118455121,-0.9133455155140088,-1,-1.0817434921446372,1
1407,1985-07-25,-0.9653931463629308,-0.9803049846814672,-0.9779144015430083,-0.9788996500020904,-0.9162128673315241,1,-1.0032438867305529,1
1408,1985-07-26,-0.9649122039006226,-0.9797527369852119,-0.9774981296791692,-0.9785564848478604,-0.9250313266948256,1,-0.9226983511511948,-1
1409,1985-07-29,-0.9645715363231544,-0.9801142082045792,-0.9795794889983648,-0.9813825508238724,-0.9310040746316874,-1,-0.7031669019818417,1
1410,1985-07-30,-0.9673569947506894,-0.9824938937320791,-0.9798130073610062,-0.9810494787624138,-0.9275740726462071,1,-0.774693525129265,1
1411,1985-07-31,-0.9670463860771152,-0.9812086627298848,-0.9791733701068144,-0.9800502625780382,-0.9157259585323232,1,-0.7761137077016574,1
1412,1985-08-01,-0.9660544422486046,-0.9803652298846952,-0.978178378822516,-0.978849184538233,-0.9171866849299252,1,-0.6397505978307845,-1
1413,1985-08-02,-0.9648621057274654,-0.980425475087923,-0.9778128718201208,-0.9794850493828358,-0.9353862538244938,-1,-0.717726702060364,-1
1414,1985-08-05,-0.9654933427092448,-0.9810580497218152,-0.9791530641622368,-0.9803530553611824,-0.9398495844838336,-1,-0.6066000833231647,-1
1415,1985-08-06,-0.9663550312875472,-0.981821155629368,-0.9812648823982986,-0.983068097316708,-0.9266543560254944,-1,-0.6843898266313887,-1
1416,1985-08-07,-0.9690503130033996,-0.9846225575794628,-0.9817522250681591,-0.9833204246359948,-0.9288183951330532,-1,-0.7845478585123759,1
1417,1985-08-08,-0.969300803869185,-0.9835883482573848,-0.9814577888717848,-0.9820386018540179,-0.9272494667800733,1,-0.9107941915371034,-1
1418,1985-08-09,-0.9680283102709946,-0.9834979804525429,-0.9810212110633684,-0.9826744666986208,-0.9386918235612896,-1,-0.8983958018641743,-1
1419,1985-08-12,-0.968659547252774,-0.9842309637584818,-0.9817116131790038,-0.9833708900998523,-0.9410776766773732,-1,-0.9476111650339981,-1
1420,1985-08-13,-0.9693509020423422,-0.9844016585009606,-0.9826456866295696,-0.983703962161311,-0.9394762877377796,-1,-0.8740531406886299,1
1421,1985-08-14,-0.9696815499851792,-0.9846828027826906,-0.9818436018187576,-0.9835929381408248,-0.9365115541604244,1,-0.8203325291603977,-1
1422,1985-08-15,-0.9695713340042336,-0.9848133340563509,-0.9825340039343932,-0.9837443345323968,-0.9363384310318196,-1,-1.0358667801374002,-1
1423,1985-08-16,-0.9697216285237048,-0.9852952956821736,-0.9830619584934088,-0.9849151332938876,-0.9353592033356491,-1,-1.0465014938826906,1
1424,1985-08-19,-0.9708839061409495,-0.9857370938391778,-0.9830619584934088,-0.9846325266962864,-0.9461685786779048,1,-1.1672811190727461,1
1425,1985-08-20,-0.9706033563712698,-0.9842811680945048,-0.9827776752693236,-0.982916700925136,-0.9335630508763756,1,-1.0674026498928935,1
1426,1985-08-21,-0.968900018483928,-0.983387530913292,-0.9810516699802344,-0.9818266469058172,-0.9315883651907284,1,-0.988351002347846,-1
1427,1985-08-22,-0.9678679961168918,-0.9833172448428594,-0.9819451315416452,-0.9836434036046819,-0.933903887035816,-1,-0.889106062232738,-1
1428,1985-08-23,-0.9697617070622304,-0.9852049278773318,-0.9825644628512596,-0.98383517236734,-0.9421975669155348,-1,-0.8015908808260245,1
1429,1985-08-26,-0.9698118052353876,-0.98511456007249,-0.9826964514910134,-0.9836938690685396,-0.9448917956044453,1,-0.8769093992232075,1
1430,1985-08-27,-0.9696715303505478,-0.9844518628369838,-0.9818334488464692,-0.9828965147395932,-0.9384808297483026,1,-1.0238765286637121,1
1431,1985-08-28,-0.9688799792146654,-0.9837188795310451,-0.9812344234814324,-0.9821597189672756,-0.9350237772739776,1,-0.9832146020044539,1
1432,1985-08-29,-0.9682487422328858,-0.9836084299917941,-0.9807470808115718,-0.9820587880395608,-0.9365764753336512,1,-0.9825458857635154,-1
1433,1985-08-30,-0.9680483495402572,-0.9834176535149058,-0.9811328937585446,-0.9823615808227052,-0.9387621548322852,-1,-0.77354130233729,-1
1434,1985-09-03,-0.9683489385791999,-0.983919696875138,-0.9817623780404476,-0.9830882835022512,-0.9389947890363478,-1,-0.9178968685546731,-1
1435,1985-09-04,-0.9690703522726624,-0.9846325984466674,-0.9821786499042868,-0.9836333105119106,-0.9366576268001844,-1,-0.8558202567101982,-1
1436,1985-09-05,-0.9696114125427592,-0.985034233134853,-0.9822598736825968,-0.9837342414396252,-0.931804769101484,-1,-0.8693965213833755,1
1437,1985-09-06,-0.9697116088890734,-0.9841205142192306,-0.981874060735624,-0.9827552114407926,-0.9315018036264259,1,-0.8050137957352977,1
1438,1985-09-09,-0.9687397043298256,-0.9837490021326591,-0.9812344234814324,-0.982745118348021,-0.9343096443684832,1,-0.8692382377180313,-1
1439,1985-09-10,-0.968729684695194,-0.9842912089617096,-0.9826558396018584,-0.9841076858721698,-0.9262756491816716,-1,-0.9542860050030069,-1
1440,1985-09-11,-0.9700823353704359,-0.9856567669015408,-0.984391997863236,-0.9859950942204351,-0.9286019912222974,-1,-1.0373960099113868,-1
1441,1985-09-12,-0.9719560070465116,-0.9873536734591251,-0.9857118842607746,-0.987347568651812,-0.9249772257171366,-1,-1.0208765207608945,-1
1442,1985-09-13,-0.973298638087122,-0.9883778419139982,-0.9871739122703558,-0.9881348298879871,-0.9226508836765108,-1,-0.9638985851105994,-1
1443,1985-09-16,-0.9740801695883732,-0.9896630729161924,-0.9867677933788054,-0.9881651091663014,-0.9468340207034792,-1,-0.8355559662040462,-1
1444,1985-09-17,-0.9741102284922672,-0.9896931955178062,-0.988463339751028,-0.9896992592675652,-0.922380378788066,-1,-0.8483231816539795,1
1445,1985-09-18,-0.9756332129562432,-0.9907474865742936,-0.9884328808341618,-0.9893460010205636,-0.925734639404782,1,-0.613003067446049,1
1446,1985-09-19,-0.9752825257441436,-0.9891710704231648,-0.9875191133281735,-0.9876503614349564,-0.9286560921999862,1,-0.7031013830547063,-1
1447,1985-09-20,-0.9735992271260648,-0.9885786592580912,-0.9871840652426446,-0.9890028358663336,-0.9280609814454076,-1,-0.5950847201539355,1
1448,1985-09-23,-0.9749418581666752,-0.9879159620225848,-0.9871739122703558,-0.9867318899927524,-0.9262215482039828,1,-0.6332006025172078,-1
1449,1985-09-24,-0.9726874403746056,-0.9882673923747471,-0.9867982522956718,-0.9884275295783596,-0.929970745957828,-1,-0.6392190806643052,-1
1450,1985-09-25,-0.9743707389926842,-0.9899542580651268,-0.9886257873076482,-0.990405775761568,-0.9330815521749438,-1,-0.6250826246338091,1
1451,1985-09-26,-0.9763345873804428,-0.9912896934033442,-0.9898136850654328,-0.9897699109169654,-0.9255182354940262,1,-0.5704440819037715,1
1452,1985-09-30,-0.975693330764032,-0.9904964648941774,-0.9880166089703226,-0.9889725565880192,-0.9268707599362505,1,-0.29879778655274813,1
1453,1985-10-01,-0.974931838532044,-0.9874842047327852,-0.987204371187222,-0.9859547218493492,-0.9124798998709852,1,-0.22196100172926578,-1
1454,1985-10-02,-0.971915928507986,-0.986620690153186,-0.9851331648403154,-0.9869741242192678,-0.903228632686172,-1,-0.29179268173066136,1
1455,1985-10-03,-0.9729279116057596,-0.9873938369279436,-0.9856103545378868,-0.9866713314361236,-0.9139406262685872,1,-0.4155239257940488,-1
1456,1985-10-04,-0.9726273225668168,-0.9882071471715194,-0.9865647339330302,-0.9878219440120712,-0.9281691834007856,-1,-0.3892293676779484,-1
1457,1985-10-07,-0.9737695609147988,-0.9893518060328484,-0.9879353851920126,-0.98918451153622,-0.9312258886402122,-1,-0.4036883443980858,0
1458,1985-10-08,-0.9751222115900408,-0.9902755658156754,-0.9880775268040553,-0.98918451153622,-0.9303494528016508,0,-0.45625133407201585,1
1459,1985-10-09,-0.9751222115900408,-0.9893016016968252,-0.9873566657715532,-0.9885284605060743,-0.9292836635411784,1,-0.5526347764834768,1
1460,1985-10-10,-0.9744709353389984,-0.9897835633226479,-0.9871739122703558,-0.988266040094016,-0.9337361740049804,1,-0.6469366218736978,1
1461,1985-10-11,-0.9742104248385816,-0.9882874741091564,-0.9866053458221852,-0.9867520761782952,-0.9307822606231628,1,-0.7855695124703014,1
1462,1985-10-14,-0.972677420739974,-0.9861889328633866,-0.9849097994499628,-0.9846426197890578,-0.9404284649451056,1,-0.7727443996718385,-1
1463,1985-10-15,-0.9706133760059013,-0.98539570435422,-0.983508689274114,-0.9849353194794304,-0.9231918934534008,-1,-0.6999339189433412,1
1464,1985-10-16,-0.9709039454102124,-0.9845723532434396,-0.9830822644379862,-0.9830176318528508,-0.919404825015173,1,-0.7351523702582375,-1
1465,1985-10-17,-0.9690002148302423,-0.9840301464143888,-0.9817217661512928,-0.983340610821538,-0.9069074991690216,-1,-0.8195626324661328,-1
1466,1985-10-18,-0.969320843138448,-0.9844418219697793,-0.9822598736825968,-0.9839663825733692,-0.9249772257171366,-1,-0.8930809446561206,-1
1467,1985-10-21,-0.969942060485596,-0.9852551322133551,-0.9823614034054844,-0.9840471273155408,-0.9311555573692164,-1,-0.5310069642456041,1
1468,1985-10-22,-0.9700222175626474,-0.9839899829455704,-0.9821888028765756,-0.982957073296222,-0.9227049846542,1,-0.9484792201990235,1
1469,1985-10-23,-0.9689400970224541,-0.9834578169837244,-0.9810922818693896,-0.9818972985552176,-0.9170784829745474,1,-1.008875945512549,-1
1470,1985-10-24,-0.9678880353861546,-0.9830963457643572,-0.9807166218947057,-0.9824927910287344,-0.9163210692869018,-1,-1.0188405146371344,-1
1471,1985-10-25,-0.9684791938294084,-0.9840401872815936,-0.9818232958741804,-0.9834819141203384,-0.9278445775346518,-1,-1.05864621823242,1
1472,1985-10-28,-0.9694611180232878,-0.9847932523219416,-0.9822192617934418,-0.9832396798938232,-0.9299653358600593,1,-0.9110235530851676,1
1473,1985-10-29,-0.9692206467921336,-0.9827649971466044,-0.9813765650934748,-0.9817559952564168,-0.9230836914980228,1,-0.9390236552702658,1
1474,1985-10-30,-0.9677477605013148,-0.9824537302632604,-0.9799754549176264,-0.9809081754636132,-0.917781795684504,1,-1.0290186425261711,-1
1475,1985-10-31,-0.9669061111922754,-0.9823934850600324,-0.9797622424995625,-0.9811605027829,-0.9171866849299252,-1,-1.1469409059181725,1
1476,1985-11-01,-0.9671566020580609,-0.981007845385792,-0.9797419365549848,-0.9794345839189784,-0.9129127076924971,1,-1.2430235837825585,-1
1477,1985-11-04,-0.9655234016131392,-0.9805760880959924,-0.978432203129735,-0.9797171905165796,-0.9261674472262938,-1,-0.6496303062738558,1
1478,1985-11-05,-0.9657237943057676,-0.9801041673373744,-0.978097155044206,-0.9785867641261748,-0.9184310074167716,1,-0.6384159848000144,1
1479,1985-11-06,-0.9646015952270484,-0.9795217970395054,-0.9772443053719504,-0.9781931335080872,-0.912858606714808,1,-0.6394621450645347,-1
1480,1985-11-07,-0.9641907902071604,-0.9795720013755284,-0.9769092572864212,-0.978334436806888,-0.9185392093721496,-1,-0.5640989098530128,1
1481,1985-11-08,-0.9643511043612628,-0.9785578737878596,-0.9765335973117372,-0.977224196602026,-0.9207032484797082,1,-0.5528031067751652,1
1482,1985-11-11,-0.9632489445518068,-0.9752243058759192,-0.9753456995539524,-0.9736310555753822,-0.9144816360454768,1,-0.38072815230527224,1
1483,1985-11-12,-0.9596819546230206,-0.9738487070688836,-0.9720256776155286,-0.9728236081536644,-0.8905149029292647,1,-0.2792635047028978,-1
1484,1985-11-13,-0.9588803838525071,-0.9744009547651388,-0.9720865954492612,-0.9738127312452688,-0.9235706002972234,-1,-0.3675220618422373,1
1485,1985-11-14,-0.9598623080463862,-0.9733165411070374,-0.9721170543661274,-0.9718344850620604,-0.9153472516885004,1,-0.39697534323829436,-1
1486,1985-11-15,-0.9578984596586276,-0.9729249472860564,-0.971081451192674,-0.9727933288753499,-0.9124798998709852,-1,-0.39306975322292337,1
1487,1985-11-18,-0.9588503249486128,-0.9737985027328602,-0.9714774171119356,-0.9721877433090615,-0.9242739130071801,1,-0.04890800152253447,-1
1488,1985-11-19,-0.9582491468707274,-0.9729851924892844,-0.9709697684974976,-0.9722281156801476,-0.9146980399562328,-1,0.1448267278473992,1
1489,1985-11-20,-0.9582892254092532,-0.9733065002398328,-0.9704519669107712,-0.9719051367114604,-0.926059245270916,1,0.18419146715768553,1
1490,1985-11-21,-0.9579685971010476,-0.971067386853198,-0.9699747772131996,-0.9694626082607644,-0.9016056033555028,1,0.2906984552298582,1
