,Date,index,Open,High,Low,Close,Volume,up/down,true_value
0,2018-01-02,-1.7251638983558855,-0.6487486362446006,-0.7179867444082921,-0.45010126371068315,-0.5029895327106946,-0.3565685373057597,0.9960238411119947,0.9551903417398732
1,2018-01-03,-1.7113625871690383,-0.5060203380675142,-0.5192226246679441,-0.30537165192484084,-0.33084946370149454,-0.10727683416516534,0.9960238411119947,0.9551903417398732
2,2018-01-04,-1.6975612759821912,-0.28909979161905774,-0.35875134667236835,-0.10532200349010773,-0.22177821288376603,0.12047580985687001,0.9960238411119947,0.9551903417398732
3,2018-01-05,-1.6837599647953443,-0.16759961322633662,-0.20645435913148408,-0.022204341905555366,-0.03057887526694208,-0.5465514740145623,0.9960238411119947,0.9551903417398732
4,2018-01-08,-1.6699586536084972,-0.05297474708048173,-0.15203087525113784,0.06871168821730186,0.014926566527029415,-0.5377816882964724,0.9960238411119947,0.9551903417398732
5,2018-01-09,-1.65615734242165,0.03274217922110825,-0.03770112808801575,0.16507349892248,0.05065264617794603,-0.23115914717791738,0.9960238411119947,-1.0511090371447138
6,2018-01-10,-1.642356031234803,-0.023861985753425644,-0.1274003520493599,0.054247671022327804,0.02011590603694845,-0.052462037529210595,0.9960238411119947,0.9551903417398732
7,2018-01-11,-1.6285547200479558,0.051139713217272946,0.05286199945078197,0.21128131340375791,0.2130133630232245,0.04202767691594672,0.9960238411119947,0.9551903417398732
8,2018-01-12,-1.6147534088611089,0.22510061391399955,0.271091591328686,0.36962883759043613,0.39942290571465155,-0.055923412323415224,0.9960238411119947,-1.0511090371447138
9,2018-01-16,-1.6009520976742617,0.5160135199291792,0.48286682687801313,0.36023685648153286,0.30142712697870744,1.0377546739126677,-1.0039920318408906,0.9551903417398732
10,2018-01-17,-1.5871507864874146,0.37480293044166413,0.47748907497034293,0.45171465856243553,0.5622830682592825,0.24088220448384515,0.9960238411119947,-1.0511090371447138
11,2018-01-18,-1.5733494753005675,0.5507849662272628,0.46447533481842973,0.5848946036753616,0.5170772898932693,0.1004201970786844,-1.0039920318408906,0.9551903417398732
12,2018-01-19,-1.5595481641137203,0.5528085778133579,0.5128751019874612,0.6367385178441491,0.639521468997284,0.03927893810878423,0.9960238411119947,0.9551903417398732
13,2018-01-22,-1.5457468529268734,0.6191161744338864,0.7570245115760006,0.7310343744648051,0.8657476682734109,-0.20454437460062974,0.9960238411119947,0.9551903417398732
14,2018-01-23,-1.5319455417400263,0.880817613018298,0.8560822822506365,0.9420719176144047,0.927218258231123,-0.13492420174408545,0.9960238411119947,-1.0511090371447138
15,2018-01-24,-1.5181442305531792,0.9856378649172234,0.9714886338346653,0.8877859944374916,0.9113529912239463,0.5841400527729945,-1.0039920318408906,0.9551903417398732
16,2018-01-25,-1.504342919366332,0.9939272368636538,0.9240578084933494,0.9453577303812993,0.9284169219220938,0.32392611236161156,-1.0039920318408906,0.9551903417398732
